lyrics,mood,embedding,reduced_embedding
know many place world follow sun silver plane universal traveler universal traveler universal traveler universal traveler look outside sea everything white wonderful universal traveler universal traveler universal traveler universal traveler,2,"[ 0.00964392 -0.0205603   0.01793501 ... -0.01498826 -0.00831118
 -0.02804773]","[-0.018979097309696116, -0.07522838697518355, 0.09408075523674188, 0.030477705846675123, 0.08861919497073313, 0.10025890158014603, -0.057008537154605916, -0.0869747972509179, -0.04440204918553399, -0.014607048714463392, -0.035934440071955495, -0.07011937050748887, -0.011645532904617614, 0.07764995061321725, 0.04212876549965647, 0.01934223142721145, -0.03756967765212705, -0.07558509138303952, -0.014853597760150298, 0.00577220620510077, 0.010758243708030494, -0.05957801572554591, 0.03802795044592414, -0.009902026890790195, 0.001400426456497187, 0.02538837400284153, -0.05305711438398104, -0.026738646289255045, -0.02228973394439624, -0.023631194539712762, 0.052061555438327974, -0.02770381697158081, 0.002224062595067157, 0.0062724815789070194, 0.03253571053632951, -0.0005805645056815516, 0.023325771972235863, 0.05516006009565325, -0.0018113551798489172, 0.017296834895823173, -0.027047853647245483, 0.002733613540266531, -0.011140778081579327, 0.09206666889532195, 0.023379970197514255, 0.006438691717227943, 0.0243531814794126, -0.004005240449032692, -0.018738573567401384, -0.008361928139599132]"
three mile river would carry away two mile dusty street saw today four mile lonely room hide face half mile downtown bar ran disgrace word long got keep running even hour seven day seven year know since gone feel like drowning river,3,"[-0.01089768  0.01271395  0.0092521  ... -0.01300074 -0.00207745
 -0.01220867]","[0.006521946941216539, -0.046858010073507365, 0.05473829542647643, 0.1562004497424545, -0.025466872930524312, -0.005176622846141172, 0.08073253844516545, -0.0047127799834986136, 0.03010776799408885, 0.08770988273077929, -0.0029839495233357927, 0.01740672455314234, 0.020761895073894632, 0.08209018285965348, 0.03114078930284879, -0.0016230046018378295, 0.03317802772945511, 0.035720883929339746, 0.028191096698593213, 0.008583114317656107, 0.09699054181644985, 0.018522308341839593, 0.05624018284360155, 0.023256192832493035, 0.0396621820623021, 0.04559448868615278, -0.015322642466992355, 0.0180036809040886, 0.019820225326439626, -0.029209118692644743, -0.03026959769590204, -0.01986377612104519, 0.03882142700777837, 0.03974189277873705, -0.0019649390555169545, 0.016952291290169046, -0.0030527052129388473, 0.023934978599572762, -0.04110657945973236, 0.01397139980395615, 0.0029967979133075895, -0.007850885921317894, -0.03830511561372393, -0.046568674348118316, 0.01028550145879194, -0.03360362852173204, 0.01783742809618093, 0.016315491796886024, -0.026225540698526152, 0.008698527763237818]"
gentle breeze surrounded way loud sea roar four kind everyday sharing love wounded gift ancient long ago together closed circle know treasure secret life changing scene heart warm love much love flower grow open,2,"[-0.00467924 -0.00283632  0.00281063 ... -0.01820997  0.01327725
 -0.03650216]","[-0.09508323530608635, -0.14325410626609772, -0.024934137182438865, -0.07799552363392251, 0.018525971996517124, 0.02020258865732156, 0.012392493748040995, -0.031714144028634435, 0.007669564567120161, 0.09069266567213795, 0.06332538241992948, 0.019425048869164192, -0.05348810376349073, -0.005932755476348328, 0.04212037824512325, 0.0070831081932273355, -0.013568682523697945, -0.0528078922735069, 0.03698965678955818, 0.04401930593602866, 0.00017508472671854447, 0.01672251009261717, 0.0032041586051643183, -0.011685719175048605, -0.018260897722490937, -0.04396868189777546, -0.0029177188479861537, -0.026611154778425714, 0.05024462964482148, 0.02492950100068196, 0.043607332320843094, 0.005069851597872501, -0.01885342576972939, -0.03262050852790729, -0.05482986017186237, -0.05033467750411566, 0.017734924463004773, 0.012944803737564311, 0.0494265921482637, 0.037430946965307736, 0.018916226294204794, -0.002896600388282712, 0.010689649941573821, -0.019598258504772637, -0.009060969000134585, -0.025193118671799297, 0.04701291322768993, 0.012431800602447083, 0.039905808788859, 0.006331086977415625]"
johnny work factory silly work downtown merry work rock roll band looking million dollar sound got little job darlington night go night go drivein night stay home followed dream must like gun screen drove challenge route dead end bad scene promise broken washed dream,3,"[-0.01242953 -0.02026553 -0.00632285 ...  0.00058306 -0.01541532
 -0.00556289]","[0.019686195959928324, 0.04802123715896803, 0.1281623269548554, 0.0656605067755069, -0.060838838379337824, 0.029898865124804275, 0.08933297226595367, -0.03936893696292766, 0.04877904687914461, -0.022648892637164117, -0.0237644116046508, -0.029399206750925822, -0.014460612807880574, -0.022894496398033454, -0.032826665833417146, -0.04020029055137185, 0.02703452511859305, 0.06768637488155478, -0.00520564561876093, -0.03594169921811068, 0.08687427081965277, -0.049175837531024065, -0.07934667634899698, -0.025251167490549065, 0.01559743275070624, 0.04896956510916198, -0.0020190421752181048, -0.03766721075723493, -0.0355322493043602, -0.020307424580163946, -9.601087592272401e-05, -0.010710872750663167, 0.005079555385249925, 0.028497594908950808, -0.01851441890003672, 0.035970986289261646, -0.028912523009238484, -0.014761909727593598, -0.04544398136131617, 0.0004847433551629422, -0.008920172222116904, -0.0031250353306574476, 0.009611002363714413, -0.03517419682143513, -0.0074922397006203945, -0.014252364275499106, -0.033898819561318724, -0.017433166803221798, 0.007268589239941497, 0.010982919628846543]"
cold wind tonight chill distant eye orbit survey find mind remember remember star came tonight thought fill mind vision time,3,"[ 0.01803423 -0.0152952  -0.0018458  ... -0.00564417 -0.01182395
 -0.03259722]","[-0.06717160328706402, -0.14882609064753027, 0.082807476121802, -0.029516078461384918, -0.06599184353129432, -0.01994616907222294, -0.06686158002484469, -0.03486727667078097, -0.0382454375406173, -0.0698504839963124, -0.0482317719051309, -0.03784052838977081, 0.0028088029888815222, -0.04614448700588236, -0.029517457016837216, 0.028626988123825668, -0.016948283463200868, -0.05937207639187351, 0.019570711630029436, -0.007489787093513254, -0.07324098313626791, 0.03238816343893454, -0.0088139792184715, -0.0161730609479028, -0.0004206480596806893, 0.017701210094582812, -0.042725868877505783, -0.0485209582149501, 0.05002901716790711, 0.013636461833084493, -0.014818864767206162, 0.014750810563736838, 0.0003423945071099626, 0.028818359826705917, -0.058438705287363335, 0.0010153167001078025, 0.049931712856312344, 0.007094573018572173, -0.06084756991265016, -0.004572243717468866, -0.07233517339582693, 0.0055610867285523155, 0.011053342699616093, 0.04808375665522173, 0.04549128247910069, -0.021284864840941914, -0.040308063505138776, -0.0037475777747310677, 0.027850485858881998, -0.050825527933402524]"
key hey hey joy sweet word spoken joy dream come true joy get watching baby hey joy get watching sky blue joy oh darling cry baby joy child born joy beautiful lady joy morning dew,1,"[-0.01594285 -0.01740871  0.0006628  ... -0.01328354 -0.0062299
 -0.01276466]","[-0.11284368198374757, 0.005033728263614577, 0.10069271595348851, -0.1359804711984675, 0.06502503786957815, 0.021048911227752817, -0.005413274981545736, 0.04357152444376507, 0.025651733784102508, -0.08220893238150857, 0.07413815063824629, 0.036455999159467935, 0.043357795126218186, -0.029813241244563547, 0.03063083070820216, -0.06007227625500853, -0.0268204092782199, -0.013290397132734996, -0.010789279205619982, -0.01465696981319262, 0.05035363106150145, -0.036346997152840066, 5.3205486727877556e-05, -0.006966008722684188, 0.01642636328362571, 0.0071017283391073245, 0.03517132826458192, -0.06782517720680559, 0.026625447083312295, 0.030125182360319875, 0.060708861840463736, -0.011338828665397873, 0.027308078067981155, -0.0014592407865386034, -0.003237392443615214, -0.01316858004145688, 0.013155096373887393, 0.0032020695724379687, 0.005428573023373401, -0.03810011108919245, 0.02157681081638746, -0.0008864886994427742, 0.012314364605450904, -0.033637763596748346, -0.012642334763746639, -0.0026430804012272237, -0.00018845731102873445, 0.06938071890402062, 0.032406178605330106, -0.015134634878422246]"
got city bus found vacant seat thought saw future bride walking street shouted driver key conductor must slow think see please let bus iodine honey oh iodine honey seems like every time see darling got something else saw corner turned doubled back started walking toward coffee colored cadillac pushing crowd trying get,1,"[-0.01250882 -0.00425633  0.0086861  ... -0.01531863 -0.00749281
 -0.0261832 ]","[-0.02193924630466691, 0.06514341441569906, 0.09617653740990077, 0.10533659840795145, 0.017964103111128074, -0.029379333895753052, 0.002108739042300442, -0.03390966126570984, -0.04600677496187008, 0.0219830899441797, -0.03529455983992906, 0.003959829187968729, 0.023797952937399603, 0.05783335501743947, -0.009446150943709179, 0.0253689079990465, -0.05343190102423781, -0.040422947380012994, -0.05159131308616474, -0.06618128462332343, 0.062275844214276704, -0.032426371213444195, 0.018847613985185686, 0.04056135119442945, -0.005770691309825432, 0.04938181225211488, -0.0191384431167372, 0.008351534706223258, -0.04871832140204454, 0.028830209077415306, -0.06721335087914754, 0.010223301630256336, -0.04483301435317795, -0.03705740142730352, 0.03870102811064733, -0.05771016308549936, -0.028057402056903345, 0.0009155588827945848, -0.038392908221446656, -0.03216868460021114, 0.002832533642468786, -0.006913001574883853, -0.0010474817806797308, 0.0099231488079683, -0.02347069225011377, 0.006249630865635488, 0.018851253019411752, 0.03700818784456242, 0.010055926877271073, -0.007050307517983983]"
time see walking street girl get funny feeling see girl get lonely get lonely without get lonely see everyday realize mine know think anything time,3,"[ 0.00047741 -0.00627496  0.02334962 ... -0.02492344  0.00577635
 -0.03543824]","[-0.10219094760450828, 0.07418499430860438, 0.008230331892457053, 0.07269483946029413, -0.05256807541072566, -0.026753501131233055, -0.027950069769798195, -0.10099829241052649, 0.027996745179671934, -0.00010697976692373005, -0.044923825861907005, -0.03255415834098946, 0.04483227254914488, 0.06198737141640263, 0.03630611155988133, 0.0673511119595559, -0.055460468810455806, 0.0802081870420757, -0.022700008995688685, -0.0303246393362223, 0.054494726279546775, 0.012741036953357862, -0.014893529585983223, 0.07613222525322877, 0.019057685350050237, -0.066506935368639, -0.0057344580448439805, 0.016666360134074926, -0.009021420382817153, 0.015037652341406665, 0.011077988991014198, 0.012169630689734336, 0.02485653054144732, 0.003449177946078115, 0.04810449928438377, 0.005912905636816516, -0.00937788697936378, 0.004187706869947189, -0.02183192173054759, 0.028726211143660217, 0.006589364527915563, 0.045502572398106074, 0.026950919961604668, 0.03263261392667987, -0.009107412743936498, -0.015007143159085029, -0.046879492185819986, 0.010798681976519117, 0.036076570056502395, -0.03368543241516626]"
waiting tonight oh would arm waiting tonight oh dreamed love long waiting tonight ohoh ohohoh waiting tonight ohoh ohohoh tender word say take breath away love leave never round sacred place lost embrace want stay forever think day sun used set empty heart alone bed tossing turning emotion strong knew hold,1,"[-0.00101246 -0.00840647  0.00530773 ... -0.00081857  0.0318805
 -0.03826205]","[-0.1727349942709226, -0.05508620626865529, -0.0179944138368284, -0.06610521716520149, -0.07150859787518725, 0.014301298853098587, 0.06956460990332976, 0.055915521069939744, 0.026615902443006215, 0.02000097383866445, -0.04690934806375414, 0.011961477230467461, -0.044803204735071045, -0.04526643144102006, -0.04632696043780612, 0.0150761222706087, 0.01415636318472067, -0.011818284491505692, -0.015999782710184193, -0.0008757503787414812, -0.011067226960366303, 0.05453386485820861, 0.027441752345374673, 0.026511008583388132, -0.04801833312915543, -0.018026227422588394, 0.02133173727888706, -0.03183634711725353, -0.038479496793598876, 0.029687203299858262, -0.017181626684280044, 0.012593520444616193, 0.0069542366052717675, 0.006111995087465998, 0.03329734409254286, 0.00615480550951617, -0.027477297625972164, 0.020499010744230876, -0.03333160418058513, 0.034955777710430534, 0.013758421447471244, -0.03980518306505304, 0.04344694844064004, 0.02830422823094007, 0.014016808168389567, -0.06814141202890285, 0.026557113332738573, 0.047621093715738395, 0.0006681452109299599, -0.046291712587130156]"
took love took way look took way smile remember mine remember thing fine oh look way look look love took love took way hold hand,3,"[-0.01160074 -0.00588333  0.02217944 ... -0.00370653  0.0048812
 -0.02188743]","[-0.12355857329629712, 0.014969978891069642, -0.0542592994060655, -0.004177977512551222, 0.060828609806556695, -0.05415033710642992, 0.04060326045465095, 0.02417708659090198, -0.02449729564133368, 0.0599628767029245, 0.05268602362230062, 0.005007699646125927, -0.027111842504040973, -0.0004711411634981643, -0.015389261629566194, -0.017327262653944246, -0.1000557976186825, 0.011070600656388586, 0.06552420062183123, -0.009719125944857333, 0.0021991816436877703, -0.009919577099139047, -0.019953673077776665, -0.0704119329188716, 0.01250759329416608, -0.042520454524967534, -0.013465051268108047, 0.03880479780997239, -0.060099572520765816, -0.07166827394846356, -0.020541176367864733, -0.01036742908478009, 0.05200285998227333, -0.03475769673676676, 0.0032299621147060904, 0.03943261061934026, 0.025159996321394894, 0.04524465019961421, -0.08332628492121018, 0.03908184570409629, 0.0137642033275259, -0.013903555514687731, 0.015712544049206165, -0.0335170321257069, 0.039456651945740544, 0.006317379784331924, 0.027763426566397943, 0.01837330685406756, -0.018345866748803636, 0.012710068113667108]"
cashmere hill filled evergreen flowing cloud meet sea granite cliff fig mount referee crimson sunset golden dawn mother deer newton yawn fig sky fig mount belong,1,"[ 0.00061645 -0.0021168  -0.00666237 ... -0.01161861 -0.00755069
 -0.03217678]","[0.02526306901238996, -0.13440094067673494, 0.13484867604187636, -0.017475552044678128, 0.037829334123330574, 0.008148017423608045, -0.027243692430367804, -0.03364060287603766, -0.06418852120305339, 0.04436230271282437, 0.017676008565726795, 0.036602075847099805, -0.004789867965742875, 0.026992601000973213, -0.005479239747558732, -0.013272212688834908, 0.014109837978953585, -0.08285109949785206, 0.03002499931525241, -0.006450454969265082, -0.03145179486305784, -0.03463045012658485, -0.01816297235469362, 0.006226714872889041, 0.008524019027036244, 0.014682446639884451, 0.0537398434912415, -0.030499201001810354, 0.037677802215134594, -0.007837375380917765, 0.06310928792962608, -0.03339008567377803, 0.0384058946634121, 0.027844931334579368, 0.029896851403986534, 0.033710674201919255, -0.05346321523053992, -0.02378901461798288, 0.03645495192218311, -0.02707382625094494, -0.011732247189741299, -0.03465599066420304, 5.570732403208285e-05, -0.053615121445576876, 0.01810609757595356, 0.04132460138503255, -0.014013301097112098, 0.042041499681314785, -0.012371918987030842, 0.010786624764383211]"
