artist,title,mood,original_mood,lyrics,word_count,avg_word_length
Happy Mondays,Kinky Afro,1,happy,"Son Im 30
I only went with your mother cause shes dirty
And I dont have a decent bone in me
What you get is just what you see yeah
I see it so I take it freely
And all the bad piss ugly things I feed me
I never help or give to the needy
Come on and see me

Yippeeippeeeyeyayyeyyey
I had to crucify some brother today
And I dont dig what you gotta say
So come on and say it
Come on and tell me twice




1409624690444",90,3.577777777777778
"""Weird Al"" Yankovic",Polkas On 45,1,happy,"They tell us that we lost our tails
Evolving up from little snails
I say its all just wind and sails
Are we not men We are Devo
Are we not men DEVO

Smoke on the water
A fire in the sky
Smoke on the water

Im a man Im a boy
Im a man Well Im your mother
Im a man Im a one night stand
Im a man Am I bi
Im a man Im your slave
Im a man Im a little girl when we make love together

Hey hey hey
Jude dont make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it
Better better better better better better yeah

LA woman
",130,3.3461538461538463
Nine Inch Nails,"No, You Don't",0,angry,"Smiling in their faces while filling up the hole
So many dirty little places
In your filthy little worn out broken down seethrough soul

Babys got a problem tries so hard to hide
Got to keep it on the surface
Because everything else is dead on the other side

Teeth in the necks of everyone you know
You can keep on sucking til the blood wont flow
",67,4.164179104477612
The Crazy World of Arthur Brown,Fire,0,angry,"I am the god of hellfire and I bring you

Fire Ill take you to burn
Fire Ill take you to learn
Ill see you burn

You fought hard and you saved and earned
But all of its going to burn
And your mind your tiny mind
You know youve really been so blind
Nows your time burn your mind
Youre falling far too far behind
Oh no oh no oh no
",72,3.5416666666666665
Juanes,Me Enamora,1,happy,"Cada blanco de mi mente
Se vuelve color con verte
Y el deseo de tenerte
Es más fuerte es más fuerte
Solo quiero que me lleves
De tu mano por la senda
Y atravesar el bosque
Que divide nuestras vidas

Hay tantas cosas que me gustan hoy de ti

Me enamora que me hables con tu boca
Me enamora que me eleves hasta el cielo
Me enamora que de mí sea tu alma soñadora
Esperanza de mis ojos
Sin ti mi vida no tiene sentido
",85,3.847058823529412
R.E.M.,Moon River,3,sad,"Moon River wider than a mile
Im crossing you in style some day
You dream maker
You heartbreaker
",18,4.333333333333333
Acid Bath,Dope Fiend,0,angry,"Why do you love to lick my wounds
Why do you love to feel my pain
Why do you love to suck my life
Why do you look so motherfucking dead Dead Dead

Why do I feel so dead
Why do I feel so high High High

Kill me Im a dope fiend
Do not touch me for I am unclean
Kill your televisionkill your time Kill me
",68,3.411764705882353
Stephen Lynch,Little Tiny Moustache,1,happy,"Yeah Youre either gonna like this song or kick my ass after the show

Youre the love of my life
But it cuts like a knife
And I feel that Im being misled
See Im a little concerned
For Ive recently learned
Of the swastika tattoo on your head

And it makes you smile
When you hear Sieg Heil
You love the smell of a burning cross in the yard
You do goosestep salutes
In your Doc Martin boots
And you quoted Mein Kampf in our 5th anniversary card

I think youre a nazi baby
Are you a nazi
You might be a nazi baby

You keep extensive files
On the Nuremberg trials
And you watch them whenever theyre airing
",120,3.975
Robert Plant,Satan Your Kingdom Must Come Down,2,relaxed,"Satan your kingdom must come down
Satan your kingdom must come down
I heard the voice of Jesus say
Satan your kingdom must come down

",25,4.32
Chris Garneau,Saturday,3,sad,"All the time in the world
Is lying right beside me
But time does stop sometimes
And back home snow used to surprise me

Its all two years ahead of me now
Well thats a lot of drinking
You say I wont miss you but I do
Its a lot of never thinking

",53,3.5849056603773586
Enya,Evacuee,2,relaxed,"Each time on my leavin home
I run back to my mothers arms
One last hold and then its over

Watchin me you know I cry
You wave a kiss to say goodbye
Feel the sky fall down upon me

",40,3.45
Calvin Harris,Disco Heat,1,happy,"Inside me inside me is a flame
That burned brighter anytime you came
Gets in the way when Im alone with you
But disappears if Im with someone new
It learnt how to fit into my foreplay
With my skills our love was going okay
",45,3.9555555555555557
PJ Harvey,Man-Size,0,angry,"Im coming up mansized
Skinned alive
I want to fit
Ive got to get
Mansized
Im heading on
Handsome
Got my leather boots on

Got my girl and shes a wow
I cast my iron knickers down
Mansized no need to shout
Can you hear can you hear me now

Im mansized
Mansized
",53,3.849056603773585
Mortal Love,All The Beauty,3,sad,"All the beauty I see
All the beauty I see
All the beauty in this world
Aint nothing compared to you
All the beauty I feel
All the beauty I feel
All the beauty in this world
Aint nothing compared to you

Im in love with you
Im in love with you

All the beauty I see
All the beauty I see
All the beauty in this world
",68,3.6029411764705883
Lenny Kravitz,If You Can't Say No,2,relaxed,"People get around
This is a part of you
If you come undone
Then this is what you do

If you cant say no just think about
If you cant say no just think about
If you cant say no just think about me
If you cant say no just think about
If you cant say no just think about
If you cant say no just think about me

I know that you are in love with me
But I also know your kind well
Baby you got a lot of nerve
So just try to keep me in mind oh oh

If you cant say no just think about
If you cant say no just think about
If you cant say no just think about me
If you cant say no just think about
",135,3.3333333333333335
Jane Monheit,Moon River,2,relaxed,"Moon river wider than a mile
Im crossing you in style someday
Ooh dream maker and heart breaker
Wherever youre going Im going your way

Two drifters off to see the world
Theres such a lot of world to see
",40,4.075
Turin Brakes,Future Boy,2,relaxed,"So Future Boy where are you from
My time machine crashed over yonder
The syphillis is a bitch but contracting HIV is much worse
Why are you pushing info into me
I have no need for it Im from the stars

I thought youd like to know the scoop
Im taking babies back with me yeah
Im taking them back home
So they can see theres a much better place
Ive got a sister with an open mind
And my friends are all junkies
But theyre still my friends
As long as they dont use monkeys
We enjoyed the heat of stolen days in the summer of 93

",108,3.8518518518518516
Slayer,World Painted Blood,0,angry,"Disease spreading death entire population dies
Dead before youre born massive suicide
Vicious game of fear its all extermination now
Poison in your veins global genocide
Slaughter governs law the apocalypse begins
Pain becomes the norm seeking homicide
Beware the coming storm that starts illuminating fires
God is laughing hard man has gone insane

World painted blood
No sanctuary
World painted blood
No sanctuary

Tip the human scale follow revelations plan
It must come to pass secret shadows lie
Blue print haunting dreams in which manipulation wins
Speak no hidden fears religion neutralized
Emerged from the dark sadist mercenary ride
Realm of this world godless messengers
Sickless mindless hate becoming evolutions cure
Planets usher in alignment God has died

World painted blood
No sanctuary
World painted blood
",127,5.456692913385827
Cavalera Conspiracy,Inflikted,0,angry,"Born from dust
In the gutters of this earth
Maggots and leppers
Is this Hell or is this Heaven

The cursed the damned
Spreading hate across the land
No more pretending
Destroy your seeds of envy

Unleash the wicked
This hate is selfinflikted
Deliver this torment
Upon your final judgement

Follow the storm
In the land of no return
Its you the scum
",63,4.492063492063492
Boyzone,Gave It All Away,3,sad,"I I will learn to live before I die
Will learn to love and learn to try learn to try
Not to give it all away give it all away oh

She she may be the one thats meant for me
Or for the man that I used to be used to be
Til I gave it all away gave it all away

Why II I lay my heart down on the floor
I showed you love you wanted more
But I gave it all away cry cry

You taught me to see the bitter truth
",96,3.1458333333333335
Limp Bizkit,Eat You Alive,0,angry,"Hey you
Mrs Idontknowwhatthefuckyournameis
Im drawn to you somethings magnetic here
If I could approach you or even get close to the scent
That you left behind Id be fine

No doubt that no doubt
You bring out bring out
The animal inside

Id eat you alive
Id eat you alive
Id eat you alive
Id eat you alive

Hey you
Mrs Toogoodtolookmyway and thats cool
You want nothing at all to do with me
But I want you aint nothing wrong with wanting you
Cause Im a man and I can think what the hell I want
You got that straight

No doubt that no doubt
",107,4.009345794392523
Static-X,No Submission,0,angry,"Shut out cut out bloodless
Hopeless hating as I fade
Pulsate pushing head exploding
Razor sharp the tongue is

Put down run out I could care less
Throw down as I hate
Feeding needing severed bleeding
Pull it our exposing

Take a beating needle speeding
Fall into a daze
Defecation detonation
Tear the tongue apart and

Terminate it suffocate it
Spitting in your face
Accelerate exterminate it
Take it all in hand
",72,4.694444444444445
